O, 11562456186
K, 588725431
O, 9747822277
B, 3743724271
B, 6226006485
B, 5224906858
B, 6104497790
A, 2207525035
A, 2275367136
A, 2258605246
A, 1876229220
A, 2004736959
A, 2133840369
A, 1931745912
A, 2077918472
A, 2142188873
A, 2196247794
A, 2160417337
F, 1772542377
F, 1559857789
F, 1544965820
F, 1702786692
F, 1540197745
F, 1557918785
F, 1640339993
F, 1573469752
F, 1428816694
F, 1727954659
F, 1645264555
F, 1522099179
F, 1530788763
F, 1419279485
F, 1681664347
F, 1765388204
F, 1665636755
F, 1511354509
F, 1431189598
F, 1420480389
F, 1497782102
G, 1255677675
G, 1133886459
G, 1137995476
G, 1275578361
G, 1260125339
G, 1310046120
G, 1361320197
G, 1121609625
G, 1351183503
G, 1144149036
G, 1294386867
G, 1237812660
G, 1340116401
G, 1368712831
G, 1352206286
G, 1392053849
G, 1162489893
G, 1371012491
G, 1180263349
G, 1262215191
G, 1121706216
G, 1131871459
G, 1241897501
G, 1312488077
G, 1150255528
G, 1365363832
G, 1172151730
G, 1289322605
G, 1252621307
G, 1277380666
G, 1220498928
G, 1197111346
G, 1238007021
G, 1292336730
G, 1199048280
K, 1048753814
K, 435167502
K, 735304934
K, 584156623
K, 446108320
K, 610152097
K, 821780942
K, 689565735
K, 840837854
K, 1092141195
K, 1068107953
K, 611781902
K, 624943005
K, 604955428
K, 478949950
K, 944714423
K, 1084390610
K, 823580462
K, 1007806930
K, 849368537
K, 560349158
K, 709948898
K, 810556318
K, 540625705
K, 429961839
K, 712142297
K, 991820243
K, 964669447
K, 489788551
K, 798514576
K, 1055985917
K, 999098836
K, 571999437
K, 469258555
K, 588169503
K, 788949087
K, 961523642
K, 747653711
K, 850036318
K, 721064214
K, 419529655
K, 981944655
K, 1033770330
K, 1111679987
K, 1096824435
K, 971098203
K, 1062473761
K, 443240969
K, 617661743
K, 582090032
K, 786636434
K, 827695283
K, 501520132
K, 624379469
K, 819119423
K, 498222206
K, 816026631
K, 955449325
K, 951194689
K, 971435033
K, 856497812
K, 682534752
K, 460798021
K, 520969101
K, 982085620
K, 724082433
K, 1061825509
K, 939612162
K, 809407463
K, 571794777
K, 551272944
K, 833481003
K, 619202790
K, 808721314
K, 845017185
K, 749625384
K, 523716963
K, 802616864
K, 651951585
K, 1050136676
M, 323729617
M, 278381895
M, 267045655
M, 282554126
M, 226219134
M, 177417220
M, 398376422
M, 254332844
M, 272716914
M, 315571616
M, 294142462
M, 188001608
M, 147375454
M, 404317332
M, 303290981
M, 255827584
M, 148547317
M, 175190705
M, 377633156
M, 395106379
M, 325163063
M, 201899457
M, 164322333
M, 211216287
M, 392366570
M, 184110438
M, 293128407
M, 153371427
M, 237341432
M, 246272685
M, 406106237
M, 350092017
M, 397257460
M, 260416592
M, 214633035
M, 331899373
M, 287822621
M, 140614533
M, 304241368
M, 307212222
M, 336530194
M, 298924717
M, 252191521
M, 284711841
M, 158899841
M, 371227903
M, 284215141
M, 319760438
M, 199290022
M, 386386658
M, 287069913
M, 396907736
M, 208186387
M, 216287412
M, 209569375
M, 157248545
M, 327880091
M, 197623463
M, 165940254
M, 332855966
M, 351063990
M, 247095267
M, 345077099
M, 187556671
M, 248788647
M, 170376409
M, 298902687
M, 339128952
M, 252959264
M, 243551960
M, 366663054
M, 398160631
M, 342905145
M, 195581696
M, 244412208
M, 337916316
M, 407146168
M, 396689127
M, 415722266
M, 151760886
M, 371236588
M, 145121115
M, 260407523
M, 272034996
M, 257405316
M, 364557374
M, 414745877
M, 410846058
M, 382747221
M, 373293752
M, 190159449
M, 195143020
M, 276104786
M, 350344832
M, 401323915
M, 384653908
M, 176421530
M, 193806075
M, 355455589
M, 412097041
M, 221285819
M, 145237946
M, 262179359
M, 396551904
M, 329680974
M, 296156026
M, 140762543
M, 223620330
M, 272693721
M, 269149338
M, 399695036
M, 256181472
M, 210545920
M, 224252304
M, 253930656

